unitid,institution name,year,institution name,HD2019.Street address or post office box,HD2019.City location of institution,HD2019.ZIP code,HD2019.County name,HD2019.Longitude location of institution,HD2019.Latitude location of institution,DRVEF2019.Total  enrollment,DRVEF2019.Full-time enrollment,DRVEF2019.Part-time enrollment
372073,Fremont College,2019,Fremont College,18000 Studebaker Road Suite 900A,Cerritos,90703,Los Angeles County,-118.097019,33.868382,191,191,0
372082,Pomona Unified School District Adult and Career Education,2019,Pomona Unified School District Adult and Career Education,1515 W Mission Blvd,Pomona,91766-1233,Los Angeles County,-117.772606,34.054864,138,112,26
372240,Universal College of Beauty Inc-Los Angeles 2,2019,Universal College of Beauty Inc-Los Angeles 2,3419 W 43rd Place,Los Angeles,90008,Los Angeles County,-118.332236,34.004498,27,27,0
377722,Bellus Academy-Poway,2019,Bellus Academy-Poway,13266 Poway Rd,Poway,92064,San Diego County,-117.042531,32.957184,372,372,0
377759,Capstone College,2019,Capstone College,1200 N. Fair Oaks Ave Suite 32,Pasadena,91103,Los Angeles County,-118.149478,34.165741,59,59,0
378105,Central Coast College,2019,Central Coast College,480 S Main Street,Salinas,93901-3301,Monterey County,-121.655643,36.669595,236,151,85
378576,Pacific College of Oriental Medicine-San Diego,2019,Pacific College of Oriental Medicine-San Diego,7445 Mission Valley Rd Ste 105,San Diego,92108-4407,San Diego County,-117.16073,32.778391,1036,572,464
381255,CET-Coachella,2019,CET-Coachella,"49-111 Highway 111, Ste. 5",Coachella,92236,Riverside County,-116.185875,33.692248,79,79,0
381282,CET-Oxnard,2019,CET-Oxnard,761 South C St,Oxnard,93030,Ventura County,-119.18145,34.194208,107,107,0
381325,CET-Santa Maria,2019,CET-Santa Maria,509 W Morrison Ave,Santa Maria,93458,Santa Barbara County,-120.441978,34.943576,135,135,0
382258,Mt. Diablo Adult Education-Mt. Diablo USD,2019,Mt. Diablo Adult Education-Mt. Diablo USD,Loma Vista Adult Center - 1266 San Carlos Avenue.,Concord,94518-1199,Contra Costa County,-122.026805,37.968852,129,58,71
382267,Royale College of Beauty and Barbering,2019,Royale College of Beauty and Barbering,27485 Commerce Center Dr,Temecula,92590,Riverside County,-117.164541,33.515476,49,45,4
383084,Hacienda La Puente Adult Education,2019,Hacienda La Puente Adult Education,14101 E. Nelson Ave,La Puente,91746-0002,Los Angeles County,-117.979559,34.044112,812,674,138
384236,United Education Institute-Ontario,2019,United Education Institute-Ontario,4730 Ontario Mills Parkway,Ontario,91764-5574,San Bernardino County,-117.547733,34.0694,634,634,0
384245,United Education Institute-Encino,2019,United Education Institute-Encino,5445 Balboa Boulevard,Encino,91316-1951,Los Angeles County,-118.50213,34.170205,657,657,0
384306,Acupuncture and Integrative Medicine College-Berkeley,2019,Acupuncture and Integrative Medicine College-Berkeley,2550 Shattuck Avenue,Berkeley,94704,Alameda County,-122.267636,37.862754,93,64,29
393524,Alhambra Beauty College,2019,Alhambra Beauty College,200 W Main St,Alhambra,91801,Los Angeles County,-118.129041,34.093916,129,129,0
393649,UEI College-Gardena,2019,UEI College-Gardena,661 West Redondo Beach Boulevard,Gardena,90247,Los Angeles County,-118.287234,33.893016,953,953,0
393861,Asian-American International Beauty College,2019,Asian-American International Beauty College,7871 Westminster Blvd,Westminster,92683,Orange County,-117.991643,33.759524,501,411,90
395362,Copper Mountain Community College,2019,Copper Mountain Community College,6162 Rotary Way,Joshua Tree,92252,San Bernardino County,-116.213939,34.140464,1533,548,985
395690,Diversified Vocational College,2019,Diversified Vocational College,1670 Wilshire Blvd,Los Angeles,90017-1604,Los Angeles County,-118.272364,34.056102,580,552,28
397942,UEI College-Fresno,2019,UEI College-Fresno,"3602 N. Blackstone, Suite 0268",Fresno,93726,Fresno County,-119.789002,36.782858,927,927,0
398130,Mt Sierra College,2019,Mt Sierra College,"800 Royal Oaks Drive, Suite 101",Monrovia,91016,Los Angeles County,-117.987321,34.142704,,,
399212,Santiago Canyon College,2019,Santiago Canyon College,8045 E Chapman,Orange,92869-4512,Orange County,-117.766762,33.795449,11911,3202,8709
399869,Southern California Institute of Technology,2019,Southern California Institute of Technology,525 N. Muller Street,Anaheim,92801-3758,Orange County,-117.950661,33.8381,607,607,0
399911,Soka University of America,2019,Soka University of America,1 University Drive,Aliso Viejo,92656-8081,Orange County,-117.735344,33.554546,419,419,0
400080,Summit College,2019,Summit College,804 E Brier Dr,San Bernardino,92404,San Bernardino County,-117.304456,34.056313,1085,1085,0
400187,Advance Beauty College,2019,Advance Beauty College,10121 Westminster Ave,Garden Grove,92843,Orange County,-117.952637,33.759905,507,289,218
400558,Los Angeles Pacific College,2019,Los Angeles Pacific College,3325 Wilshire Boulevard,Los Angeles,90010-1758,Los Angeles County,-118.295037,34.062282,81,81,0
401223,World Mission University,2019,World Mission University,500 Shatto Pl Ste 600,Los Angeles,90020,Los Angeles County,-118.289484,34.064918,421,272,149
401250,Yo San University of Traditional Chinese Medicine,2019,Yo San University of Traditional Chinese Medicine,13315 W. Washington Boulevard,Los Angeles,90066,Los Angeles County,-118.442756,33.993287,142,91,51
409698,California State University-Monterey Bay,2019,California State University-Monterey Bay,100 Campus Center,Seaside,93955-8001,Monterey County,-121.796178,36.652397,7650,6532,1118
411684,Marian Health Careers Center-Los Angeles Campus,2019,Marian Health Careers Center-Los Angeles Campus,3325 Wilshire Blvd Ste 1010,Los Angeles,90010,Los Angeles County,-118.295073,34.062096,210,210,0
413680,Spartan College of Aeronautics & Technology,2019,Spartan College of Aeronautics & Technology,8911 Aviation Blvd,Inglewood,90301-2904,Los Angeles County,-118.377744,33.956018,415,415,0
413802,East San Gabriel Valley Regional Occupational Program,2019,East San Gabriel Valley Regional Occupational Program,1501 W Del Norte St.,West Covina,91790,Los Angeles County,-117.937116,34.076805,108,55,53
416458,Premiere Career College,2019,Premiere Career College,12901 Ramona Blvd,Irwindale,91706-3746,Los Angeles County,-117.990894,34.079755,329,329,0
417062,Estes Institute of Cosmetology Arts and Science,2019,Estes Institute of Cosmetology Arts and Science,324 E Main St,Visalia,93291,Tulare County,-119.289234,36.330422,53,53,0
417105,Baldwin Park Adult & Community Education,2019,Baldwin Park Adult & Community Education,4640 N. Maine Ave,Baldwin Park,91706-4221,Los Angeles County,-117.959486,34.09673,305,198,107
417123,Ventura Adult and Continuing Education,2019,Ventura Adult and Continuing Education,5200 Valentine Rd,Ventura,93003-0000,Ventura County,-119.219561,34.256061,97,91,6
419183,Central California School of Continuing Education,2019,Central California School of Continuing Education,3195 McMillan Ste F,San Luis Obispo,93401,San Luis Obispo County,-120.64847,35.262091,188,188,0
420608,Colleen O'Haras Beauty Academy,2019,Colleen O'Haras Beauty Academy,109 W 4th St,Santa Ana,92701-0000,Orange County,-117.868136,33.748189,14,14,0
422190,Champion Institute of Cosmetology,2019,Champion Institute of Cosmetology,611 S Palm Canyon Dr Ste 205,Palm Springs,92264,Riverside County,-116.545916,33.813346,,,
422695,Pacific College,2019,Pacific College,3160 Red Hill Ave,Costa Mesa,92626,Orange County,-117.873382,33.680043,255,251,4
422835,American College of Healthcare and Technology,2019,American College of Healthcare and Technology,"11801 Pierce St., Suite 100",Riverside,92505,Riverside County,-117.493507,33.901581,83,83,0
428125,John Wesley International Barber and Beauty College,2019,John Wesley International Barber and Beauty College,717 Pine Ave,Long Beach,90813,Los Angeles County,-118.192659,33.775812,66,63,3
428426,San Bernardino Community College District,2019,San Bernardino Community College District,114 South Del Rosa Drive,San Bernardino,92408,San Bernardino County,-117.251666,34.100347,,,
431141,Institute of Technology,2019,Institute of Technology,564  W Herndon,Clovis,93612,Fresno County,-119.723249,36.83679,1310,1261,49
431956,Virginia Sewing Machines and School Center,2019,Virginia Sewing Machines and School Center,"6330 Pacific Blvd., Suite 200",Huntington Park,90255-4199,Los Angeles County,-118.22486,33.9827,,,
432144,South Orange County Community College District,2019,South Orange County Community College District,28000 Marguerite Pky,Mission Viejo,92692-6399,Orange County,-117.665584,33.553346,,,
432384,Platt College-Ontario,2019,Platt College-Ontario,"3700 Inland Empire Boulevard, Ste 400",Ontario,91764,San Bernardino County,-117.571744,34.068595,572,572,0
433004,American University of Health Sciences,2019,American University of Health Sciences,1600 East Hill St,Signal Hill,90755-3612,Los Angeles County,-118.171366,33.796849,384,384,0
433013,Career Networks Institute,2019,Career Networks Institute,1610 E. Saint Andrew Place Suite 200,Santa Ana,92705,Orange County,-117.8478,33.721058,385,384,1
433420,California Aeronautical University,2019,California Aeronautical University,1450 Boughton Drive,Bakersfield,93308,Kern County,-119.049264,35.434905,230,230,0
434140,Pima Medical Institute-Chula Vista,2019,Pima Medical Institute-Chula Vista,780 Bay Blvd Suite101,Chula Vista,91910,San Diego County,-117.093388,32.619858,841,841,0
436429,Los Angeles Film School,2019,Los Angeles Film School,6363 Sunset Blvd,Hollywood,90028-7318,Los Angeles County,-118.328298,34.098284,5151,5151,0
437750,Professional Golfers Career College,2019,Professional Golfers Career College,26109 Ynez Road,Temecula,92591,Riverside County,-117.163739,33.528952,107,107,0
437936,Carrington College-San Jose,2019,Carrington College-San Jose,"5883 Rue Ferrari, Ste. 125",San Jose,95138,Santa Clara County,-121.777062,37.248411,,,
438258,Carrington College-Pleasant Hill,2019,Carrington College-Pleasant Hill,"380 Civic Dr., Ste. 300",Pleasant Hill,94523,Contra Costa County,-122.072153,37.962649,,,
438504,Universal Technical Institute of California Inc,2019,Universal Technical Institute of California Inc,9494 Haven Avenue,Rancho Cucamonga,91730-0000,San Bernardino County,-117.576366,34.082782,1386,1386,0
438665,Rancho Santiago Community College District Office,2019,Rancho Santiago Community College District Office,2323 N Broadway,Santa Ana,92706-1640,Orange County,-117.868261,33.767331,,,
439367,CBD College,2019,CBD College,"3699 Wilshire Blvd., Fourth Floor",Los Angeles,90010,Los Angeles County,-118.306221,34.06231,788,788,0
439747,My Le's Beauty College,2019,My Le's Beauty College,4516 Florin Road,Sacramento,95823-2513,Sacramento County,-121.452325,38.494851,254,163,91
439871,PCI College,2019,PCI College,17215 Studebaker Rd #310,Cerritos,90703,Los Angeles County,-118.100169,33.87475,114,96,18
440031,Keck Graduate Institute,2019,Keck Graduate Institute,535 Watson Dr,Claremont,91711,Los Angeles County,-117.72351,34.093329,580,565,15
440819,Miami Ad School-San Francisco,2019,Miami Ad School-San Francisco,"500 Sansome St, B1",San Francisco,94111,San Francisco County,-122.401198,37.795155,36,36,0
441052,American Career College-Anaheim,2019,American Career College-Anaheim,1200 N. Magnolia Ave.,Anaheim,92801-0000,Orange County,-117.975599,33.849912,1135,1135,0
441229,West Coast Ultrasound Institute,2019,West Coast Ultrasound Institute,"3580 Wilshire Blvd., 4th Floor",Los Angeles,90010,Los Angeles County,-118.302836,34.061409,814,814,0
441238,Irell & Manella Graduate School of Biological Sciences at City of Hope,2019,Irell & Manella Graduate School of Biological Sciences at City of Hope,1500 East Duarte Road,Duarte,91010-3000,Los Angeles County,-117.972791,34.129048,91,91,0
441256,Design's School of Cosmetology,2019,Design's School of Cosmetology,2727 Buena Vista Drive #105,Paso Robles,93446,San Luis Obispo County,-120.672526,35.648459,27,27,0
441937,California State University-Channel Islands,2019,California State University-Channel Islands,One University Dr,Camarillo,93012,Ventura County,-119.04356,34.162949,7525,6172,1353
442240,Paul Mitchell the School-Costa Mesa,2019,Paul Mitchell the School-Costa Mesa,"3309 Hyland Ave., Suite J",Costa Mesa,92626,Orange County,-117.927468,33.695103,407,232,175
442657,Milan Institute-Palm Desert,2019,Milan Institute-Palm Desert,"75-030 Gerald Ford Drive, Suite 203",Palm Desert,92211,Riverside County,-116.353268,33.783343,139,139,0
442888,InterCoast Colleges-Riverside,2019,InterCoast Colleges-Riverside,1989 Atlanta Ave,Riverside,92507,Riverside County,-117.344752,33.993598,159,159,0
442930,University of Antelope Valley,2019,University of Antelope Valley,44055 Sierra Highway,Lancaster,93534,Los Angeles County,-118.134968,34.683587,814,759,55
442985,California Healing Arts College,2019,California Healing Arts College,"500 East Carson Plaza Drive, Suite 103",Carson,90746-7323,Los Angeles County,-118.265919,33.844718,52,52,0
443128,International Technological University,2019,International Technological University,2711 North First Street,San Jose,95134,Santa Clara County,-121.930991,37.38881,532,365,167
443207,NTMA Training Centers of Southern California,2019,NTMA Training Centers of Southern California,12131 Telegraph Road,Santa Fe Springs,90670,Los Angeles County,-118.074231,33.94302,146,146,0
443331,West Coast University-Los Angeles,2019,West Coast University-Los Angeles,12215 Victory Boulevard,North Hollywood,91606,Los Angeles County,-118.39941,34.187134,2215,2021,194
443571,InterCoast Colleges-West Covina,2019,InterCoast Colleges-West Covina,2235 East Garvey Ave. North,W. Covina,91791,Los Angeles County,-117.89763,34.073416,151,151,0
444130,Northcentral University,2019,Northcentral University,11355 N. Torrey Pines Road,La Jolla,92037,San Diego County,-117.243889,32.910805,11223,4594,6629
444219,Folsom Lake College,2019,Folsom Lake College,10 College Parkway,Folsom,95630,Sacramento County,-121.127486,38.661372,8945,2609,6336
444325,ATI College-Norwalk,2019,ATI College-Norwalk,15141 Whittier Blvd,Whitter,90603-0000,Los Angeles County,-118.003835,33.948521,23,15,8
444343,Advanced College,2019,Advanced College,13180 Paramount Blvd.,South Gate,90280,Los Angeles County,-118.15794,33.915383,25,13,12
444361,Advanced Training Associates,2019,Advanced Training Associates,"1810 Gillespie Way, Suite 104",El Cajon,92020,San Diego County,-116.981781,32.819023,82,82,0
444510,CES College,2019,CES College,401 S. Glenoaks Blvd. Suite 211,Burbank,91502-2750,Los Angeles County,-118.303297,34.180401,126,126,0
444529,Stellar Career College,2019,Stellar Career College,4300 Sisk Rd,Modesto,95356,Stanislaus County,-121.071015,37.701963,32,32,0
445188,University of California-Merced,2019,University of California-Merced,5200 North Lake Road,Merced,95343-5603,Merced County,-120.424944,37.366237,8847,8774,73
445364,North-West College-Riverside,2019,North-West College-Riverside,4550 La Sierra Ave,Riverside,92503,Riverside County,-117.485881,33.9145,560,560,0
446093,Cambridge Junior College-Yuba City,2019,Cambridge Junior College-Yuba City,990-A Klamath Lane,Yuba City,95993,Sutter County,-121.652227,39.13994,112,82,30
446118,Career Care Institute,2019,Career Care Institute,43770 15th Street West Ste 115,Lancaster,93534,Los Angeles County,-118.15638,34.678236,640,640,0
446163,Community Christian College,2019,Community Christian College,"1174 Nevada Street, Suite 200",Redlands,92374-2893,San Bernardino County,-117.217101,34.068664,203,169,34
446385,Los Angeles College of Music,2019,Los Angeles College of Music,300 S Fair Oaks Ave,Pasadena,91105,Los Angeles County,-118.150113,34.139293,288,273,15
446561,Stanbridge University,2019,Stanbridge University,2041 Business Ctr Dr Ste 107,Irvine,92612,Orange County,-117.857636,33.678879,1364,1364,0
447050,United States University,2019,United States University,7675 Mission Valley Road,San Diego,92108,San Diego County,-117.154904,32.7769,1243,1149,94
447458,SAE Expression College,2019,SAE Expression College,6601 Shellmond St,Emeryville,94608,Alameda County,-122.2954,37.847631,583,583,0
447607,United Education Institute-Chula Vista,2019,United Education Institute-Chula Vista,"1261 Third Avenue, Suite A",Chula Vista,91911-3262,San Diego County,-117.065355,32.608605,823,823,0
447616,United Education Institute-West Covina,2019,United Education Institute-West Covina,339 N. Azusa Avenue,West Covina,91731-2806,Los Angeles County,-117.90946,34.075984,678,678,0
447713,California Career College,2019,California Career College,7003 Owensmouth Avenue,Canoga Park,91303-2006,Los Angeles County,-118.601794,34.197566,117,103,14
447722,Palladium Technical Academy Inc,2019,Palladium Technical Academy Inc,10229 Lower Azusa Rd.,Temple City,91780,Los Angeles County,-118.04358,34.091838,33,33,0
447731,Palace Beauty College,2019,Palace Beauty College,1517 S Western Ave,Los Angeles,90006,Los Angeles County,-118.309491,34.044739,239,198,41
447759,National Polytechnic College,2019,National Polytechnic College,4105 South Street,Lakewood,90712,Los Angeles County,-118.143809,33.860528,192,150,42
447768,American Career College-Ontario,2019,American Career College-Ontario,3130 East Sedona Court,Ontario,91764,San Bernardino County,-117.583814,34.068204,1326,1326,0
447777,Asher College,2019,Asher College,1215 Howe Ave Suite 101,Sacramento,95825,Sacramento County,-121.415767,38.587784,646,21,625
447795,American Institute of Massage Therapy,2019,American Institute of Massage Therapy,"1516 Brookhollow Drive, Unit C",Santa Ana,92705-5445,Orange County,-117.848291,33.71488,36,36,0
447801,University of East-West Medicine,2019,University of East-West Medicine,595 Lawrence Expressway,Sunnyvale,94085-3922,Santa Clara County,-121.997011,37.3864,176,99,77
447810,Blake Austin College,2019,Blake Austin College,611 Orange Dr Ste K,Vacaville,95687,Solano County,-121.945606,38.378548,337,337,0
447953,SUM Bible College and Theological Seminary,2019,SUM Bible College and Theological Seminary,1107 Investment Blvd.,El Dorado Hills,95762,El Dorado County,-121.055684,38.620464,626,531,95
448381,San Joaquin Valley College-Central Administrative Office,2019,San Joaquin Valley College-Central Administrative Office,3828 W. Caldwell Ave.,Visalia,93277,Tulare County,-119.333362,36.298938,,,
448433,Universal Technical Institute of Northern California Inc,2019,Universal Technical Institute of Northern California Inc,4100 Duckhorn Drive,Sacramento,95834,Sacramento County,-121.529503,38.64575,1289,1289,0
448594,West Hills College-Lemoore,2019,West Hills College-Lemoore,555 College Avenue,Lemoore,93245,Kings County,-119.823866,36.292431,4359,1520,2839
448637,West Hills Community College District,2019,West Hills Community College District,9900 Cody Street,Coalinga,93210,Fresno County,-120.356097,36.178802,,,
448895,Milan Institute-Fresno,2019,Milan Institute-Fresno,255 W. Bullard Ave,Fresno,93704,Fresno County,-119.795645,36.822404,437,437,0
449357,Beaumont Adult School,2019,Beaumont Adult School,1575 Cherry Ave,Beaumont,92223,Riverside County,-116.964728,33.951365,88,88,0
449366,Make-up Designory,2019,Make-up Designory,129 S. San Fernando Blvd.,Burbank,91502-1322,Los Angeles County,-118.308336,34.180238,262,257,5
449384,Gnomon,2019,Gnomon,1015 N Cahuenga Blvd Ste 54301,Hollywood,90038,Los Angeles County,-118.329083,34.089501,399,209,190
449393,Coachella Valley Beauty College,2019,Coachella Valley Beauty College,79450 Highway 111,La Quinta,92253,Riverside County,-116.278254,33.708193,58,58,0
449445,Valley College of Medical Careers,2019,Valley College of Medical Careers,8399 Topanga Canyon Blvd Ste 200,West Hills,91304,Los Angeles County,-118.606731,34.221839,94,94,0
449870,University of the West,2019,University of the West,1409 Walnut Grove Ave,Rosemead,91770,Los Angeles County,-118.082964,34.045985,284,247,37
449968,Paul Mitchell the School-San Diego,2019,Paul Mitchell the School-San Diego,410 A Street,San Diego,92101,San Diego County,-117.160838,32.719128,253,199,54
449986,Paul Mitchell the School-Sherman Oaks,2019,Paul Mitchell the School-Sherman Oaks,15301 Ventura Blvd Unit P2,Sherman Oaks,91403,Los Angeles County,-118.467369,34.155811,267,185,82
450696,Carrington College-Stockton,2019,Carrington College-Stockton,"1313 West Robinhood Drive, Ste. B",Stockton,95207,San Joaquin County,-121.323199,37.998992,,,
450702,Carrington College-Citrus Heights,2019,Carrington College-Citrus Heights,"7301 Greenback Ln., Ste. A",Citrus Heights,95621,Sacramento County,-121.29421,38.679983,,,
450960,Healthcare Career College,2019,Healthcare Career College,"8527 Alondra Blvd, #174",Paramount,90723-5258,Los Angeles County,-118.149645,33.889719,333,251,82
450979,Trident University International,2019,Trident University International,"5757 Plaza Drive, Suite 100",Cypress,90630-5041,Orange County,-118.032177,33.80595,7298,3779,3519
450988,Coastline Beauty College,2019,Coastline Beauty College,16151 Harbor Blvd,Fountain Valley,92708,Orange County,-117.921471,33.728821,172,145,27
451006,Eagle Rock College,2019,Eagle Rock College,3450 Wilshire Blvd. Suite 600,Los Angeles,90010,Los Angeles County,-118.299476,34.06133,,,
454546,Milan Institute of Cosmetology-Fairfield,2019,Milan Institute of Cosmetology-Fairfield,934 Missouri Street,Fairfield,94533,Solano County,-122.0455,38.248448,60,60,0
454573,Milan Institute of Cosmetology-Visalia,2019,Milan Institute of Cosmetology-Visalia,3238 S. Fairway,Visalia,93277,Tulare County,-119.309922,36.301861,33,33,0
454698,Mayfield College,2019,Mayfield College,35-325 Date Palm Dr Ste 101,Cathedral City,92234,Riverside County,-116.458827,33.790822,468,468,0
454722,Academy of Esthetics and Cosmetology,2019,Academy of Esthetics and Cosmetology,1242 San Fernando Rd,San Fernando,91340-3212,Los Angeles County,-118.444228,34.285043,39,27,12
454759,Borner's Barber College,2019,Borner's Barber College,8913 S Western Ave,Los Angeles,90047,Los Angeles County,-118.309291,33.95588,31,8,23
454768,Paul Mitchell the School-Pasadena,2019,Paul Mitchell the School-Pasadena,825 E Green Street,Pasadena,91101,Los Angeles County,-118.133403,34.144765,237,162,75
454777,San Francisco Institute of Esthetics & Cosmetology Inc,2019,San Francisco Institute of Esthetics & Cosmetology Inc,1067 Folsom St,San Francisco,94103,San Francisco County,-122.407083,37.777043,174,75,99
454786,Laurus College,2019,Laurus College,81 Higuera St Ste 110,San Luis Obispo,93401,San Luis Obispo County,-120.669519,35.2682,878,89,789
454795,Healing Hands School of Holistic Health,2019,Healing Hands School of Holistic Health,125 W Mission Ave Ste 212,Escondido,92025,San Diego County,-117.086211,33.129652,337,209,128
454801,Career Development Institute Inc,2019,Career Development Institute Inc,1830 S Robertson Blvd,Los Angeles,90035,Los Angeles County,-118.386067,34.045817,127,127,0
455433,The Chicago School of Professional Psychology at Irvine,2019,The Chicago School of Professional Psychology at Irvine,4199 Campus Dr,Irvine,92612,Orange County,-117.838089,33.650763,454,219,235
455512,Woodland Community College,2019,Woodland Community College,2300 E Gibson Rd,Woodland,95776,Yolo County,-121.73533,38.660392,3774,1360,2414
455664,The Chicago School of Professional Psychology at Los Angeles,2019,The Chicago School of Professional Psychology at Los Angeles,617 W 7th St,Los Angeles,90017,Los Angeles County,-118.257251,34.047958,2999,259,2740
455734,California Nurses Educational Institute,2019,California Nurses Educational Institute,5200 E. Ramon Rd. Suite I-1,Palm Springs,92264,Riverside County,-116.490142,33.816672,217,217,0
455761,Paul Mitchell the School-Sacramento,2019,Paul Mitchell the School-Sacramento,2100 Arden Way Ste 265,Sacramento,95825,Sacramento County,-121.41594,38.594752,274,144,130
455770,Providence Christian College,2019,Providence Christian College,464 E Walnut St,Pasadena,91101,Los Angeles County,-118.141062,34.149327,151,151,0
455868,National Career College,2019,National Career College,14355 Roscoe Blvd,Panorama City,91402,Los Angeles County,-118.446211,34.22245,317,317,0
456588,Salon Success Academy-Fontana,2019,Salon Success Academy-Fontana,16803 Arrow Hwy,Fontana,92335,San Bernardino County,-117.437904,34.099087,33,33,0
456597,Salon Success Academy-Redlands,2019,Salon Success Academy-Redlands,1915 W Redlands Blvd Ste 111,Redlands,92373,San Bernardino County,-117.218933,34.062342,134,134,0
457077,Milan Institute-Bakersfield,2019,Milan Institute-Bakersfield,"2822 F Street, Ste H",Bakersfield,93301,Kern County,-119.023088,35.385513,317,317,0
457086,Homestead Schools,2019,Homestead Schools,23800 Hawthorne Blvd. Ste 200,Torrance,90505,Los Angeles County,-118.35009,33.809096,182,131,51
457208,InterCoast Colleges-Rancho Cordova,2019,InterCoast Colleges-Rancho Cordova,9738 Lincoln Village Dr. Suite 120,Rancho Cordova,95827,Sacramento County,-121.334243,38.561309,117,117,0
457244,San Diego Culinary Institute,2019,San Diego Culinary Institute,8024 La Mesa Blvd,La Mesa,91942,San Diego County,-117.024063,32.763846,33,29,4
457253,Beyond 21st Century Beauty Academy,2019,Beyond 21st Century Beauty Academy,13640 Imperial Hwy Ste 6-8,Santa Fe Springs,90670,Los Angeles County,-118.041477,33.916443,86,43,43
457271,Academy for Jewish Religion-California,2019,Academy for Jewish Religion-California,574 Hilgard Avenue,Los Angeles,90024,Los Angeles County,-118.438495,34.070281,60,21,39
457299,Angeles College,2019,Angeles College,3440 Wilshire Blvd Ste 310,Los Angeles,90010,Los Angeles County,-118.29903,34.061223,267,256,11
457314,Angeles Institute,2019,Angeles Institute,"17100 PIONEER BLVD, SUITE 170",ARTESIA,90701-2713,Los Angeles County,-118.080741,33.875772,84,84,0
457323,Paul Mitchell the School-Temecula,2019,Paul Mitchell the School-Temecula,27536 Ynez Rd Ste E-1,Temecula,92591,Riverside County,-117.146674,33.507316,288,288,0
458210,West Coast University-Orange County,2019,West Coast University-Orange County,1477 S Manchester Ave,Anaheim,92802,Orange County,-117.911811,33.81104,3976,2513,1463
458229,West Coast University-Ontario,2019,West Coast University-Ontario,2855 E. Guasti Rd,Ontario,91761,San Bernardino County,-117.590035,34.066591,2058,1925,133
458575,Zaytuna College,2019,Zaytuna College,1712 Euclid Avenue,Berkeley,94709,Alameda County,-122.260927,37.877201,,,
459161,Trinity School of Health and Allied Sciences,2019,Trinity School of Health and Allied Sciences,1225 W. 190th Street,Gardena,90248,Los Angeles County,-118.298733,33.858729,,,
459170,Paul Mitchell the School-Modesto,2019,Paul Mitchell the School-Modesto,3100 McHenry Ave,Modesto,95350,Stanislaus County,-120.993745,37.68301,298,183,115
459189,Cosmo Beauty Academy,2019,Cosmo Beauty Academy,3500 Fulton Avenue,Sacramento,95821-6800,Sacramento County,-121.401027,38.62883,118,34,84
459198,Paul Mitchell the School-Fresno,2019,Paul Mitchell the School-Fresno,5091 N Fresno Street Ste 104,Fresno,93710,Fresno County,-119.782437,36.809778,311,232,79
459204,Unitek College,2019,Unitek College,4670 Auto Mall Pkwy,Fremont,94538,Alameda County,-121.961761,37.50904,2147,2147,0
459213,Gurnick Academy of Medical Arts,2019,Gurnick Academy of Medical Arts,2121 S El Camino Real Bldg C 200,San Mateo,94403,San Mateo County,-122.307618,37.547377,2042,2042,0
459231,Paul Mitchell the School-East Bay,2019,Paul Mitchell the School-East Bay,"100 Crescent Dr., Suite D",Pleasant Hill,94523,Contra Costa County,-122.061226,37.94492,128,128,0
459727,Touro University Worldwide,2019,Touro University Worldwide,10601 Calle Lee  #179,Los Alamitos,90720,Orange County,-118.057754,33.808683,1940,950,990
459736,Touro University California,2019,Touro University California,1310 Club Drive,Vallejo,94592,Solano County,-122.263949,38.085479,1378,1232,146
460075,California University of Management and Sciences,2019,California University of Management and Sciences,"1126 N Brookhurst Street, Suite 200",Anaheim,92801,Orange County,-117.95846,33.848301,,,
460394,Moreno Valley College,2019,Moreno Valley College,16130 Lasselle St,Moreno Valley,92551,Riverside County,-117.20271,33.88744,10635,2417,8218
460464,Norco College,2019,Norco College,2001 Third St,Norco,92860,Riverside County,-117.570212,33.917387,11715,2314,9401
460516,Milan Institute of Cosmetology-La Quinta,2019,Milan Institute of Cosmetology-La Quinta,78-900 Highway 111,La Quinta,92253,Riverside County,-116.288341,33.711954,134,134,0
461148,New York Film Academy,2019,New York Film Academy,3300 West Riverside Drive,Burbank,91505,Los Angeles County,-118.335567,34.152076,1892,1892,0
461175,International College of Cosmetology,2019,International College of Cosmetology,3701 International Boulevard,Oakland,94601-3525,Alameda County,-122.220803,37.774887,223,159,64
461254,Galaxy Medical College,2019,Galaxy Medical College,"6400 Laurel Canyon Boulevard, Suite 115",North Hollywood,91606-1593,Los Angeles County,-118.396209,34.186976,51,51,0
461263,American Medical Sciences Center,2019,American Medical Sciences Center,"225 West Broadway, Suite 410",Glendale,91204-5108,Los Angeles County,-118.256991,34.147117,64,64,0
461500,Santa Ana Beauty Academy,2019,Santa Ana Beauty Academy,2231 North Tustin Avenue,Santa Ana,92705-7820,Orange County,-117.835205,33.766402,24,13,11
461607,Elite Cosmetology School,2019,Elite Cosmetology School,"56300 Twentynine Palms Highway, Suite 113",Yucca Valley,92284-2860,San Bernardino County,-116.435531,34.121188,113,62,51
461643,Bergin University of Canine Studies,2019,Bergin University of Canine Studies,10201 Old Redwood Hwy,Penngrove,94951,Sonoma County,-122.666954,38.289155,59,58,1
461829,Cinta Aveda Institute,2019,Cinta Aveda Institute,305 Kearny Street,San Francisco,94108-3204,San Francisco County,-122.404307,37.790935,268,268,0
